>>> roachprod start: Thu Sep 10 20:53:13 UTC 2020
  PID COMMAND
    1 /sbin/init
    2 [kthreadd]
    3 [ksoftirqd/0]
    4 [kworker/0:0]
    5 [kworker/0:0H]
    6 [kworker/u32:0]
    7 [rcu_sched]
    8 [rcu_bh]
    9 [migration/0]
   10 [watchdog/0]
   11 [watchdog/1]
   12 [migration/1]
   13 [ksoftirqd/1]
   14 [kworker/1:0]
   15 [kworker/1:0H]
   16 [watchdog/2]
   17 [migration/2]
   18 [ksoftirqd/2]
   20 [kworker/2:0H]
   21 [watchdog/3]
   22 [migration/3]
   23 [ksoftirqd/3]
   25 [kworker/3:0H]
   26 [watchdog/4]
   27 [migration/4]
   28 [ksoftirqd/4]
   30 [kworker/4:0H]
   31 [watchdog/5]
   32 [migration/5]
   33 [ksoftirqd/5]
   35 [kworker/5:0H]
   36 [watchdog/6]
   37 [migration/6]
   38 [ksoftirqd/6]
   40 [kworker/6:0H]
   41 [watchdog/7]
   42 [migration/7]
   43 [ksoftirqd/7]
   45 [kworker/7:0H]
   46 [watchdog/8]
   47 [migration/8]
   48 [ksoftirqd/8]
   50 [kworker/8:0H]
   51 [watchdog/9]
   52 [migration/9]
   53 [ksoftirqd/9]
   54 [kworker/9:0]
   55 [kworker/9:0H]
   56 [watchdog/10]
   57 [migration/10]
   58 [ksoftirqd/10]
   60 [kworker/10:0H]
   61 [watchdog/11]
   62 [migration/11]
   63 [ksoftirqd/11]
   64 [kworker/11:0]
   65 [kworker/11:0H]
   66 [watchdog/12]
   67 [migration/12]
   68 [ksoftirqd/12]
   70 [kworker/12:0H]
   71 [watchdog/13]
   72 [migration/13]
   73 [ksoftirqd/13]
   75 [kworker/13:0H]
   76 [watchdog/14]
   77 [migration/14]
   78 [ksoftirqd/14]
   79 [kworker/14:0]
   80 [kworker/14:0H]
   81 [watchdog/15]
   82 [migration/15]
   83 [ksoftirqd/15]
   85 [kworker/15:0H]
   86 [kdevtmpfs]
   87 [netns]
   88 [perf]
   89 [khungtaskd]
   90 [writeback]
   91 [ksmd]
   92 [khugepaged]
   93 [crypto]
   94 [kintegrityd]
   95 [bioset]
   96 [kblockd]
   97 [ata_sff]
   98 [md]
   99 [devfreq_wq]
  100 [kworker/u32:1]
  101 [kworker/9:1]
  103 [kswapd0]
  104 [vmstat]
  105 [fsnotify_mark]
  106 [ecryptfs-kthrea]
  122 [kthrotld]
  123 [bioset]
  124 [bioset]
  125 [bioset]
  126 [bioset]
